Symptom,Duration,Interpretation,Risk_Level,Clinical_Category,Emergency_Flag
Cough,1-3 months,Possible infection,High,Neurological,No
Cough,1-3 months,Monitor symptoms,Critical,GI,Yes
Cough,1-3 months,Requires clinical evaluation,Low,General,No
Cough,1-3 months,Chronic condition suspected,Medium,Respiratory,Yes
Cough,1-3 months,Emergency evaluation needed,High,Cardiac,No
Cough,1-3 months,Lifestyle-related issue possible,Critical,Neurological,Yes
Cough,1-3 months,Underlying disease progression,Low,GI,No
Cough,Chronic (>3 months),Acute condition likely,Medium,General,Yes
Cough,Chronic (>3 months),Possible infection,High,Respiratory,No
Cough,Chronic (>3 months),Monitor symptoms,Critical,Cardiac,Yes
Cough,Chronic (>3 months),Requires clinical evaluation,Low,Neurological,No
Cough,Chronic (>3 months),Chronic condition suspected,Medium,GI,Yes
Cough,Chronic (>3 months),Emergency evaluation needed,High,General,No
Cough,Chronic (>3 months),Lifestyle-related issue possible,Critical,Respiratory,Yes
Cough,Chronic (>3 months),Underlying disease progression,Low,Cardiac,No
Chest Pain,< 1 day,Acute condition likely,Medium,Neurological,Yes
Chest Pain,< 1 day,Possible infection,High,GI,No
Chest Pain,< 1 day,Monitor symptoms,Critical,General,Yes
Chest Pain,< 1 day,Requires clinical evaluation,Low,Respiratory,No
Chest Pain,< 1 day,Chronic condition suspected,Medium,Cardiac,Yes
Chest Pain,< 1 day,Emergency evaluation needed,High,Neurological,No
Chest Pain,< 1 day,Lifestyle-related issue possible,Critical,GI,Yes
Chest Pain,< 1 day,Underlying disease progression,Low,General,No
Chest Pain,1-3 days,Acute condition likely,Medium,Respiratory,Yes
Chest Pain,1-3 days,Possible infection,High,Cardiac,No
Chest Pain,1-3 days,Monitor symptoms,Critical,Neurological,Yes
Chest Pain,1-3 days,Requires clinical evaluation,Low,GI,No
Chest Pain,1-3 days,Chronic condition suspected,Medium,General,Yes
Chest Pain,1-3 days,Emergency evaluation needed,High,Respiratory,No
Chest Pain,1-3 days,Lifestyle-related issue possible,Critical,Cardiac,Yes
Chest Pain,1-3 days,Underlying disease progression,Low,Neurological,No
Chest Pain,3-7 days,Acute condition likely,Medium,GI,Yes
Chest Pain,3-7 days,Possible infection,High,General,No
Chest Pain,3-7 days,Monitor symptoms,Critical,Respiratory,Yes
Chest Pain,3-7 days,Requires clinical evaluation,Low,Cardiac,No
Chest Pain,3-7 days,Chronic condition suspected,Medium,Neurological,Yes
Chest Pain,3-7 days,Emergency evaluation needed,High,GI,No
Chest Pain,3-7 days,Lifestyle-related issue possible,Critical,General,Yes
Chest Pain,3-7 days,Underlying disease progression,Low,Respiratory,No
Chest Pain,1-2 weeks,Acute condition likely,Medium,Cardiac,Yes
Chest Pain,1-2 weeks,Possible infection,High,Neurological,No
Chest Pain,1-2 weeks,Monitor symptoms,Critical,GI,Yes
Chest Pain,1-2 weeks,Requires clinical evaluation,Low,General,No
Chest Pain,1-2 weeks,Chronic condition suspected,Medium,Respiratory,Yes
Chest Pain,1-2 weeks,Emergency evaluation needed,High,Cardiac,No
Chest Pain,1-2 weeks,Lifestyle-related issue possible,Critical,Neurological,Yes
Chest Pain,1-2 weeks,Underlying disease progression,Low,GI,No
Chest Pain,2-4 weeks,Acute condition likely,Medium,General,Yes
Chest Pain,2-4 weeks,Possible infection,High,Respiratory,No
Chest Pain,2-4 weeks,Monitor symptoms,Critical,Cardiac,Yes
Chest Pain,2-4 weeks,Requires clinical evaluation,Low,Neurological,No
Chest Pain,2-4 weeks,Chronic condition suspected,Medium,GI,Yes
Chest Pain,2-4 weeks,Emergency evaluation needed,High,General,No
Chest Pain,2-4 weeks,Lifestyle-related issue possible,Critical,Respiratory,Yes
Chest Pain,2-4 weeks,Underlying disease progression,Low,Cardiac,No
Chest Pain,1-3 months,Acute condition likely,Medium,Neurological,Yes
Chest Pain,1-3 months,Possible infection,High,GI,No
Chest Pain,1-3 months,Monitor symptoms,Critical,General,Yes
Chest Pain,1-3 months,Requires clinical evaluation,Low,Respiratory,No
Chest Pain,1-3 months,Chronic condition suspected,Medium,Cardiac,Yes
Chest Pain,1-3 months,Emergency evaluation needed,High,Neurological,No
Chest Pain,1-3 months,Lifestyle-related issue possible,Critical,GI,Yes
Chest Pain,1-3 months,Underlying disease progression,Low,General,No
Chest Pain,Chronic (>3 months),Acute condition likely,Medium,Respiratory,Yes
Chest Pain,Chronic (>3 months),Possible infection,High,Cardiac,No
Chest Pain,Chronic (>3 months),Monitor symptoms,Critical,Neurological,Yes
Chest Pain,Chronic (>3 months),Requires clinical evaluation,Low,GI,No
Chest Pain,Chronic (>3 months),Chronic condition suspected,Medium,General,Yes
Chest Pain,Chronic (>3 months),Emergency evaluation needed,High,Respiratory,No
Chest Pain,Chronic (>3 months),Lifestyle-related issue possible,Critical,Cardiac,Yes
Chest Pain,Chronic (>3 months),Underlying disease progression,Low,Neurological,No
Headache,< 1 day,Acute condition likely,Medium,GI,Yes
Headache,< 1 day,Possible infection,High,General,No
Headache,< 1 day,Monitor symptoms,Critical,Respiratory,Yes
Headache,< 1 day,Requires clinical evaluation,Low,Cardiac,No
Headache,< 1 day,Chronic condition suspected,Medium,Neurological,Yes
Headache,< 1 day,Emergency evaluation needed,High,GI,No
Headache,< 1 day,Lifestyle-related issue possible,Critical,General,Yes
Headache,< 1 day,Underlying disease progression,Low,Respiratory,No
Headache,1-3 days,Acute condition likely,Medium,Cardiac,Yes
Headache,1-3 days,Possible infection,High,Neurological,No
Headache,1-3 days,Monitor symptoms,Critical,GI,Yes
Headache,1-3 days,Requires clinical evaluation,Low,General,No
Headache,1-3 days,Chronic condition suspected,Medium,Respiratory,Yes
Headache,1-3 days,Emergency evaluation needed,High,Cardiac,No
Headache,1-3 days,Lifestyle-related issue possible,Critical,Neurological,Yes
Headache,1-3 days,Underlying disease progression,Low,GI,No
Headache,3-7 days,Acute condition likely,Medium,General,Yes
Headache,3-7 days,Possible infection,High,Respiratory,No
Headache,3-7 days,Monitor symptoms,Critical,Cardiac,Yes
Headache,3-7 days,Requires clinical evaluation,Low,Neurological,No
Headache,3-7 days,Chronic condition suspected,Medium,GI,Yes
Headache,3-7 days,Emergency evaluation needed,High,General,No
Headache,3-7 days,Lifestyle-related issue possible,Critical,Respiratory,Yes
Headache,3-7 days,Underlying disease progression,Low,Cardiac,No
Headache,1-2 weeks,Acute condition likely,Medium,Neurological,Yes
Headache,1-2 weeks,Possible infection,High,GI,No
Headache,1-2 weeks,Monitor symptoms,Critical,General,Yes
Headache,1-2 weeks,Requires clinical evaluation,Low,Respiratory,No
Headache,1-2 weeks,Chronic condition suspected,Medium,Cardiac,Yes
Headache,1-2 weeks,Emergency evaluation needed,High,Neurological,No
Headache,1-2 weeks,Lifestyle-related issue possible,Critical,GI,Yes
Headache,1-2 weeks,Underlying disease progression,Low,General,No
Headache,2-4 weeks,Acute condition likely,Medium,Respiratory,Yes
Headache,2-4 weeks,Possible infection,High,Cardiac,No
Headache,2-4 weeks,Monitor symptoms,Critical,Neurological,Yes
Headache,2-4 weeks,Requires clinical evaluation,Low,GI,No
Headache,2-4 weeks,Chronic condition suspected,Medium,General,Yes
Headache,2-4 weeks,Emergency evaluation needed,High,Respiratory,No
Headache,2-4 weeks,Lifestyle-related issue possible,Critical,Cardiac,Yes
Headache,2-4 weeks,Underlying disease progression,Low,Neurological,No
Headache,1-3 months,Acute condition likely,Medium,GI,Yes
Headache,1-3 months,Possible infection,High,General,No
Headache,1-3 months,Monitor symptoms,Critical,Respiratory,Yes
Headache,1-3 months,Requires clinical evaluation,Low,Cardiac,No
Headache,1-3 months,Chronic condition suspected,Medium,Neurological,Yes
Headache,1-3 months,Emergency evaluation needed,High,GI,No
Headache,1-3 months,Lifestyle-related issue possible,Critical,General,Yes
Headache,1-3 months,Underlying disease progression,Low,Respiratory,No
Headache,Chronic (>3 months),Acute condition likely,Medium,Cardiac,Yes
Headache,Chronic (>3 months),Possible infection,High,Neurological,No
Headache,Chronic (>3 months),Monitor symptoms,Critical,GI,Yes
Headache,Chronic (>3 months),Requires clinical evaluation,Low,General,No
Headache,Chronic (>3 months),Chronic condition suspected,Medium,Respiratory,Yes
Headache,Chronic (>3 months),Emergency evaluation needed,High,Cardiac,No
Headache,Chronic (>3 months),Lifestyle-related issue possible,Critical,Neurological,Yes
Headache,Chronic (>3 months),Underlying disease progression,Low,GI,No
Abdominal Pain,< 1 day,Acute condition likely,Medium,General,Yes
Abdominal Pain,< 1 day,Possible infection,High,Respiratory,No
Abdominal Pain,< 1 day,Monitor symptoms,Critical,Cardiac,Yes
Abdominal Pain,< 1 day,Requires clinical evaluation,Low,Neurological,No
Abdominal Pain,< 1 day,Chronic condition suspected,Medium,GI,Yes
Abdominal Pain,< 1 day,Emergency evaluation needed,High,General,No
Abdominal Pain,< 1 day,Lifestyle-related issue possible,Critical,Respiratory,Yes
Abdominal Pain,< 1 day,Underlying disease progression,Low,Cardiac,No
Abdominal Pain,1-3 days,Acute condition likely,Medium,Neurological,Yes
Abdominal Pain,1-3 days,Possible infection,High,GI,No
Abdominal Pain,1-3 days,Monitor symptoms,Critical,General,Yes
Abdominal Pain,1-3 days,Requires clinical evaluation,Low,Respiratory,No
Abdominal Pain,1-3 days,Chronic condition suspected,Medium,Cardiac,Yes
Abdominal Pain,1-3 days,Emergency evaluation needed,High,Neurological,No
Abdominal Pain,1-3 days,Lifestyle-related issue possible,Critical,GI,Yes
Abdominal Pain,1-3 days,Underlying disease progression,Low,General,No
Abdominal Pain,3-7 days,Acute condition likely,Medium,Respiratory,Yes
Abdominal Pain,3-7 days,Possible infection,High,Cardiac,No
Abdominal Pain,3-7 days,Monitor symptoms,Critical,Neurological,Yes
Abdominal Pain,3-7 days,Requires clinical evaluation,Low,GI,No
Abdominal Pain,3-7 days,Chronic condition suspected,Medium,General,Yes
Abdominal Pain,3-7 days,Emergency evaluation needed,High,Respiratory,No
Abdominal Pain,3-7 days,Lifestyle-related issue possible,Critical,Cardiac,Yes
Abdominal Pain,3-7 days,Underlying disease progression,Low,Neurological,No
Abdominal Pain,1-2 weeks,Acute condition likely,Medium,GI,Yes
Abdominal Pain,1-2 weeks,Possible infection,High,General,No
Abdominal Pain,1-2 weeks,Monitor symptoms,Critical,Respiratory,Yes
Abdominal Pain,1-2 weeks,Requires clinical evaluation,Low,Cardiac,No
Abdominal Pain,1-2 weeks,Chronic condition suspected,Medium,Neurological,Yes
Abdominal Pain,1-2 weeks,Emergency evaluation needed,High,GI,No
Abdominal Pain,1-2 weeks,Lifestyle-related issue possible,Critical,General,Yes
Abdominal Pain,1-2 weeks,Underlying disease progression,Low,Respiratory,No
Abdominal Pain,2-4 weeks,Acute condition likely,Medium,Cardiac,Yes
Abdominal Pain,2-4 weeks,Possible infection,High,Neurological,No
Abdominal Pain,2-4 weeks,Monitor symptoms,Critical,GI,Yes
Abdominal Pain,2-4 weeks,Requires clinical evaluation,Low,General,No
Abdominal Pain,2-4 weeks,Chronic condition suspected,Medium,Respiratory,Yes
Abdominal Pain,2-4 weeks,Emergency evaluation needed,High,Cardiac,No
Abdominal Pain,2-4 weeks,Lifestyle-related issue possible,Critical,Neurological,Yes
Abdominal Pain,2-4 weeks,Underlying disease progression,Low,GI,No
Abdominal Pain,1-3 months,Acute condition likely,Medium,General,Yes
Abdominal Pain,1-3 months,Possible infection,High,Respiratory,No
Abdominal Pain,1-3 months,Monitor symptoms,Critical,Cardiac,Yes
Abdominal Pain,1-3 months,Requires clinical evaluation,Low,Neurological,No
Abdominal Pain,1-3 months,Chronic condition suspected,Medium,GI,Yes
Abdominal Pain,1-3 months,Emergency evaluation needed,High,General,No
Abdominal Pain,1-3 months,Lifestyle-related issue possible,Critical,Respiratory,Yes
Abdominal Pain,1-3 months,Underlying disease progression,Low,Cardiac,No
Abdominal Pain,Chronic (>3 months),Acute condition likely,Medium,Neurological,Yes
Abdominal Pain,Chronic (>3 months),Possible infection,High,GI,No
Abdominal Pain,Chronic (>3 months),Monitor symptoms,Critical,General,Yes
Abdominal Pain,Chronic (>3 months),Requires clinical evaluation,Low,Respiratory,No
Abdominal Pain,Chronic (>3 months),Chronic condition suspected,Medium,Cardiac,Yes
Abdominal Pain,Chronic (>3 months),Emergency evaluation needed,High,Neurological,No
Abdominal Pain,Chronic (>3 months),Lifestyle-related issue possible,Critical,GI,Yes
Abdominal Pain,Chronic (>3 months),Underlying disease progression,Low,General,No
Vomiting,< 1 day,Acute condition likely,Medium,Respiratory,Yes
Vomiting,< 1 day,Possible infection,High,Cardiac,No
Vomiting,< 1 day,Monitor symptoms,Critical,Neurological,Yes
Vomiting,< 1 day,Requires clinical evaluation,Low,GI,No
Vomiting,< 1 day,Chronic condition suspected,Medium,General,Yes
Vomiting,< 1 day,Emergency evaluation needed,High,Respiratory,No
Vomiting,< 1 day,Lifestyle-related issue possible,Critical,Cardiac,Yes
Vomiting,< 1 day,Underlying disease progression,Low,Neurological,No
Vomiting,1-3 days,Acute condition likely,Medium,GI,Yes
Vomiting,1-3 days,Possible infection,High,General,No
Vomiting,1-3 days,Monitor symptoms,Critical,Respiratory,Yes
Vomiting,1-3 days,Requires clinical evaluation,Low,Cardiac,No
Vomiting,1-3 days,Chronic condition suspected,Medium,Neurological,Yes
Vomiting,1-3 days,Emergency evaluation needed,High,GI,No
Vomiting,1-3 days,Lifestyle-related issue possible,Critical,General,Yes
Vomiting,1-3 days,Underlying disease progression,Low,Respiratory,No
Vomiting,3-7 days,Acute condition likely,Medium,Cardiac,Yes
Vomiting,3-7 days,Possible infection,High,Neurological,No
Vomiting,3-7 days,Monitor symptoms,Critical,GI,Yes
Vomiting,3-7 days,Requires clinical evaluation,Low,General,No
Vomiting,3-7 days,Chronic condition suspected,Medium,Respiratory,Yes
Vomiting,3-7 days,Emergency evaluation needed,High,Cardiac,No
Vomiting,3-7 days,Lifestyle-related issue possible,Critical,Neurological,Yes
Vomiting,3-7 days,Underlying disease progression,Low,GI,No
Vomiting,1-2 weeks,Acute condition likely,Medium,General,Yes
Vomiting,1-2 weeks,Possible infection,High,Respiratory,No
Vomiting,1-2 weeks,Monitor symptoms,Critical,Cardiac,Yes
Vomiting,1-2 weeks,Requires clinical evaluation,Low,Neurological,No
Vomiting,1-2 weeks,Chronic condition suspected,Medium,GI,Yes
Vomiting,1-2 weeks,Emergency evaluation needed,High,General,No
Vomiting,1-2 weeks,Lifestyle-related issue possible,Critical,Respiratory,Yes
Vomiting,1-2 weeks,Underlying disease progression,Low,Cardiac,No
Vomiting,2-4 weeks,Acute condition likely,Medium,Neurological,Yes
Vomiting,2-4 weeks,Possible infection,High,GI,No
Vomiting,2-4 weeks,Monitor symptoms,Critical,General,Yes
Vomiting,2-4 weeks,Requires clinical evaluation,Low,Respiratory,No
Vomiting,2-4 weeks,Chronic condition suspected,Medium,Cardiac,Yes
Vomiting,2-4 weeks,Emergency evaluation needed,High,Neurological,No
Vomiting,2-4 weeks,Lifestyle-related issue possible,Critical,GI,Yes
Vomiting,2-4 weeks,Underlying disease progression,Low,General,No
Vomiting,1-3 months,Acute condition likely,Medium,Respiratory,Yes
Vomiting,1-3 months,Possible infection,High,Cardiac,No
Vomiting,1-3 months,Monitor symptoms,Critical,Neurological,Yes
Vomiting,1-3 months,Requires clinical evaluation,Low,GI,No
Vomiting,1-3 months,Chronic condition suspected,Medium,General,Yes
Vomiting,1-3 months,Emergency evaluation needed,High,Respiratory,No
Vomiting,1-3 months,Lifestyle-related issue possible,Critical,Cardiac,Yes
Vomiting,1-3 months,Underlying disease progression,Low,Neurological,No
Vomiting,Chronic (>3 months),Acute condition likely,Medium,GI,Yes
Vomiting,Chronic (>3 months),Possible infection,High,General,No
Vomiting,Chronic (>3 months),Monitor symptoms,Critical,Respiratory,Yes
Vomiting,Chronic (>3 months),Requires clinical evaluation,Low,Cardiac,No
Vomiting,Chronic (>3 months),Chronic condition suspected,Medium,Neurological,Yes
Vomiting,Chronic (>3 months),Emergency evaluation needed,High,GI,No
Vomiting,Chronic (>3 months),Lifestyle-related issue possible,Critical,General,Yes
Vomiting,Chronic (>3 months),Underlying disease progression,Low,Respiratory,No
Diarrhea,< 1 day,Acute condition likely,Medium,Cardiac,Yes
Diarrhea,< 1 day,Possible infection,High,Neurological,No
Diarrhea,< 1 day,Monitor symptoms,Critical,GI,Yes
Diarrhea,< 1 day,Requires clinical evaluation,Low,General,No
Diarrhea,< 1 day,Chronic condition suspected,Medium,Respiratory,Yes
Diarrhea,< 1 day,Emergency evaluation needed,High,Cardiac,No
Diarrhea,< 1 day,Lifestyle-related issue possible,Critical,Neurological,Yes
Diarrhea,< 1 day,Underlying disease progression,Low,GI,No
Diarrhea,1-3 days,Acute condition likely,Medium,General,Yes
Diarrhea,1-3 days,Possible infection,High,Respiratory,No
Diarrhea,1-3 days,Monitor symptoms,Critical,Cardiac,Yes
Diarrhea,1-3 days,Requires clinical evaluation,Low,Neurological,No
Diarrhea,1-3 days,Chronic condition suspected,Medium,GI,Yes
Diarrhea,1-3 days,Emergency evaluation needed,High,General,No
Diarrhea,1-3 days,Lifestyle-related issue possible,Critical,Respiratory,Yes
Diarrhea,1-3 days,Underlying disease progression,Low,Cardiac,No
Diarrhea,3-7 days,Acute condition likely,Medium,Neurological,Yes
Diarrhea,3-7 days,Possible infection,High,GI,No
Diarrhea,3-7 days,Monitor symptoms,Critical,General,Yes
Diarrhea,3-7 days,Requires clinical evaluation,Low,Respiratory,No
Diarrhea,3-7 days,Chronic condition suspected,Medium,Cardiac,Yes
Diarrhea,3-7 days,Emergency evaluation needed,High,Neurological,No
Diarrhea,3-7 days,Lifestyle-related issue possible,Critical,GI,Yes
Diarrhea,3-7 days,Underlying disease progression,Low,General,No
Diarrhea,1-2 weeks,Acute condition likely,Medium,Respiratory,Yes
Diarrhea,1-2 weeks,Possible infection,High,Cardiac,No
Diarrhea,1-2 weeks,Monitor symptoms,Critical,Neurological,Yes
Diarrhea,1-2 weeks,Requires clinical evaluation,Low,GI,No
Diarrhea,1-2 weeks,Chronic condition suspected,Medium,General,Yes
Diarrhea,1-2 weeks,Emergency evaluation needed,High,Respiratory,No
Diarrhea,1-2 weeks,Lifestyle-related issue possible,Critical,Cardiac,Yes
Diarrhea,1-2 weeks,Underlying disease progression,Low,Neurological,No
Diarrhea,2-4 weeks,Acute condition likely,Medium,GI,Yes
Diarrhea,2-4 weeks,Possible infection,High,General,No
Diarrhea,2-4 weeks,Monitor symptoms,Critical,Respiratory,Yes
Diarrhea,2-4 weeks,Requires clinical evaluation,Low,Cardiac,No
Diarrhea,2-4 weeks,Chronic condition suspected,Medium,Neurological,Yes
Diarrhea,2-4 weeks,Emergency evaluation needed,High,GI,No
Diarrhea,2-4 weeks,Lifestyle-related issue possible,Critical,General,Yes
Diarrhea,2-4 weeks,Underlying disease progression,Low,Respiratory,No
Diarrhea,1-3 months,Acute condition likely,Medium,Cardiac,Yes
Diarrhea,1-3 months,Possible infection,High,Neurological,No
Diarrhea,1-3 months,Monitor symptoms,Critical,GI,Yes
Diarrhea,1-3 months,Requires clinical evaluation,Low,General,No
Diarrhea,1-3 months,Chronic condition suspected,Medium,Respiratory,Yes
Diarrhea,1-3 months,Emergency evaluation needed,High,Cardiac,No
Diarrhea,1-3 months,Lifestyle-related issue possible,Critical,Neurological,Yes
Diarrhea,1-3 months,Underlying disease progression,Low,GI,No
Diarrhea,Chronic (>3 months),Acute condition likely,Medium,General,Yes
Diarrhea,Chronic (>3 months),Possible infection,High,Respiratory,No
Diarrhea,Chronic (>3 months),Monitor symptoms,Critical,Cardiac,Yes
Diarrhea,Chronic (>3 months),Requires clinical evaluation,Low,Neurological,No
Diarrhea,Chronic (>3 months),Chronic condition suspected,Medium,GI,Yes
Diarrhea,Chronic (>3 months),Emergency evaluation needed,High,General,No
Diarrhea,Chronic (>3 months),Lifestyle-related issue possible,Critical,Respiratory,Yes
Diarrhea,Chronic (>3 months),Underlying disease progression,Low,Cardiac,No
Fatigue,< 1 day,Acute condition likely,Medium,Neurological,Yes
Fatigue,< 1 day,Possible infection,High,GI,No
Fatigue,< 1 day,Monitor symptoms,Critical,General,Yes
Fatigue,< 1 day,Requires clinical evaluation,Low,Respiratory,No
Fatigue,< 1 day,Chronic condition suspected,Medium,Cardiac,Yes
Fatigue,< 1 day,Emergency evaluation needed,High,Neurological,No
Fatigue,< 1 day,Lifestyle-related issue possible,Critical,GI,Yes
Fatigue,< 1 day,Underlying disease progression,Low,General,No
Fatigue,1-3 days,Acute condition likely,Medium,Respiratory,Yes
Fatigue,1-3 days,Possible infection,High,Cardiac,No
Fatigue,1-3 days,Monitor symptoms,Critical,Neurological,Yes
Fatigue,1-3 days,Requires clinical evaluation,Low,GI,No
Fatigue,1-3 days,Chronic condition suspected,Medium,General,Yes
Fatigue,1-3 days,Emergency evaluation needed,High,Respiratory,No
Fatigue,1-3 days,Lifestyle-related issue possible,Critical,Cardiac,Yes
Fatigue,1-3 days,Underlying disease progression,Low,Neurological,No
Fatigue,3-7 days,Acute condition likely,Medium,GI,Yes
Fatigue,3-7 days,Possible infection,High,General,No
Fatigue,3-7 days,Monitor symptoms,Critical,Respiratory,Yes
Fatigue,3-7 days,Requires clinical evaluation,Low,Cardiac,No
Fatigue,3-7 days,Chronic condition suspected,Medium,Neurological,Yes
Fatigue,3-7 days,Emergency evaluation needed,High,GI,No
Fatigue,3-7 days,Lifestyle-related issue possible,Critical,General,Yes
Fatigue,3-7 days,Underlying disease progression,Low,Respiratory,No
Fatigue,1-2 weeks,Acute condition likely,Medium,Cardiac,Yes
Fatigue,1-2 weeks,Possible infection,High,Neurological,No
Fatigue,1-2 weeks,Monitor symptoms,Critical,GI,Yes
